Id,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10
1919,108,9,0,104.65400,10365.40000,2,"2019-12-09 00:00:00",120,3,0.00000
1924,113,9,0,59.90600,5890.60000,2,"2019-12-09 00:00:00",120,3,0.00000
1930,119,9,0,42.79000,4179.00000,2,"2019-12-09 00:00:00",120,3,0.00000
1932,121,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1936,125,9,0,85.56900,8456.90000,2,"2019-12-09 00:00:00",120,3,0.00000
1937,126,9,0,100.83700,9983.70000,2,"2019-12-09 00:00:00",120,3,0.00000
1938,127,9,0,121.63800,12063.80000,2,"2019-12-09 00:00:00",120,3,0.00000
1942,131,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1943,132,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1945,134,9,0,26.48800,2548.80000,2,"2019-12-09 00:00:00",120,3,0.00000
1946,135,9,0,61.02800,6002.80000,2,"2019-12-09 00:00:00",120,3,0.00000
1947,136,9,0,79.35400,7835.40000,2,"2019-12-09 00:00:00",120,3,0.00000
1948,137,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1949,138,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1950,139,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1951,140,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1970,159,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1971,160,9,0,34.22100,3322.10000,2,"2019-12-09 00:00:00",120,3,0.00000
1972,161,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1973,162,9,0,0.00000,0.00000,2,"2014-08-05 00:00:00",120,3,0.00000
1974,163,9,0,0.00000,0.00000,2,"2014-08-05 00:00:00",120,3,0.00000
1975,164,9,0,0.00000,0.00000,2,"2014-04-28 00:00:00",120,3,0.00000
1976,165,9,0,0.00000,0.00000,2,"2014-04-28 00:00:00",120,3,0.00000
1977,166,9,0,0.00000,0.00000,2,"2014-04-28 00:00:00",120,3,0.00000
1980,169,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1981,170,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1982,171,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1983,172,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1984,173,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1985,174,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1986,175,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1987,176,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1988,177,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1989,178,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1990,179,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1991,180,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1992,181,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1993,182,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1994,183,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1995,184,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1996,185,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1997,186,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1998,187,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
1999,188,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2000,189,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2001,190,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2002,191,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2003,192,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2004,193,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2005,194,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2006,195,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2007,196,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2008,197,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2009,198,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2010,199,9,0,0.00000,0.00000,2,"2017-01-05 00:00:00",120,3,0.00000
2011,200,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
2012,201,9,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
