;164;750;PRECIO BONIFICADO CERDO;131;1;4925;Rubro 4925;1;
;165;800;PRECIO BONIFICADO FIAMBRE;131;1;4900;PRECIO BONIFICADO FIAMBRE;0;
;166;850;HAMBURGUESA BARRA;131;1;4400;4-CARNE VACUNA;1;
;167;5000;JAMON COCIDO MITY;131;1;4200;2-FIAMBRES;0;
;168;5001;MORTADELA FAMILIAR MITY;131;1;4200;2-FIAMBRES;0;
;169;5002;SALCHICHON PRIMAVERA MITY;131;1;4200;2-FIAMBRES;0;
;170;5003;SALCHICHON CON JAMON MITY;131;1;4200;2-FIAMBRES;0;
;171;5004;QUESO DE CERDO MITY;131;1;4200;2-FIAMBRES;0;
;172;5005;MORCILLON CON LENGUA MITY;131;1;4200;2-FIAMBRES;0;
;173;5006;PANCETA SALADA MITY;131;1;4200;2-FIAMBRES;0;
;174;5007;PANCETA AHUMADA MITY;131;1;4200;2-FIAMBRES;0;
;175;5008;SALAME MILAN MITY;131;1;4200;2-FIAMBRES;0;
;176;5009;CANTIMPALO MITY;131;1;4200;2-FIAMBRES;0;
;177;5010;LONGANIZA CALABREZA MITY;131;1;4200;2-FIAMBRES;0;
;178;5011;SALAMIN PICADO FINO MITY;131;1;4200;2-FIAMBRES;0;
;179;5012;SALAMIN PICADO GRUESO MITY;131;1;4200;2-FIAMBRES;0;
;180;5013;SALAMIN TIPO CASERO MITY;131;1;4200;2-FIAMBRES;0;
;181;5014;PALETA SANDWICHERA 303;131;1;4200;2-FIAMBRES;0;
;182;5015;SALAMIN BASTON;131;1;4200;2-FIAMBRES;0;
;183;5016;PERNIL DE CERDO MITY;131;1;4200;2-FIAMBRES;0;
;184;5017;MORTADELA CA¥ON MITY;131;1;4200;2-FIAMBRES;0;
;185;5018;LEBER WURST MITY;131;1;4100;1-EMBUTIDOS;0;
;186;5019;SALCHICHA DE VIENA MITY;131;1;4100;1-EMBUTIDOS;0;
;187;5020;NAKUS MITY;131;1;4100;1-EMBUTIDOS;0;
;188;5021;HAMBURGUESA * 4 MITY;131;1;4100;1-EMBUTIDOS;0;
;189;5022;HAMBURGUESA * KG MITY;131;1;4100;1-EMBUTIDOS;0;
;190;5023;LONGANIZA ESPA¥OLA MITY;131;1;4200;2-FIAMBRES;0;
;191;5024;RIOJANITOS MITY;131;1;4200;2-FIAMBRES;0;
;192;5025;BONDIOLA MITY;131;1;4200;2-FIAMBRES;0;
;193;5026;JAMON CON HUESO MITY;131;1;4200;2-FIAMBRES;0;
;194;5027;JAMON LISTO MAQUINA MITY;131;1;4200;2-FIAMBRES;0;
;195;5028;LOMITO AHUMADO MITY;131;1;4200;2-FIAMBRES;0;
;196;5029;SALAMIN PIC.GRUESO EST.CAMPO MITY;131;1;4200;2-FIAMBRES;0;
;197;5030;LONGANIZA NAPOLITANA MITY;131;1;4200;2-FIAMBRES;0;
;198;9001;LONGANIZA ESPA¥OLA MITY X KG;131;1;4200;2-FIAMBRES;0;
;199;9002;RIOJANITOS MITY X KG;131;1;4200;2-FIAMBRES;0;
;200;9003;PANCETA SALADA MITY X KG;131;1;4200;2-FIAMBRES;0;
;201;9004;LONGANIZA NAPOLITANA MITY X KG;131;1;4200;2-FIAMBRES;0;
