"r01;r02;id;r01;prevta"
"00000290;QUESO HOLANDA;55;L55 MARTIN LISTA;0.00000
"00000290;QUESO HOLANDA;1;L1 COMERCIO;0.00000
"00000291;QUESO CRIOLLO;55;L55 MARTIN LISTA;0.00000
"00000291;QUESO CRIOLLO;2;L2 VILLARINO;0.00000
"00000291;QUESO CRIOLLO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000291;QUESO CRIOLLO;53;MD;0.00000
"00000291;QUESO CRIOLLO;26;L60 TOTO SAPORE;0.00000
"00000291;QUESO CRIOLLO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000291;QUESO CRIOLLO;54;USUARIO FAENA  BBCA;0.00000
"00000291;QUESO CRIOLLO;41;L41 ENV AL VACIO;0.00000
"00000291;QUESO CRIOLLO;1;L1 COMERCIO;0.00000
"00000292;QUESO GRUYERE;1;L1 COMERCIO;0.00000
"00000292;QUESO GRUYERE;2;L2 VILLARINO;0.00000
"00000292;QUESO GRUYERE;55;L55 MARTIN LISTA;0.00000
"00000292;QUESO GRUYERE;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000292;QUESO GRUYERE;52;PM MEAT CHAIN BONARENSE;0.00000
"00000292;QUESO GRUYERE;53;MD;0.00000
"00000292;QUESO GRUYERE;26;L60 TOTO SAPORE;0.00000
"00000292;QUESO GRUYERE;41;L41 ENV AL VACIO;0.00000
"00000292;QUESO GRUYERE;54;USUARIO FAENA  BBCA;0.00000
"00000293;QUESO FONTINA;26;L60 TOTO SAPORE;0.00000
"00000293;QUESO FONTINA;1;L1 COMERCIO;0.00000
"00000293;QUESO FONTINA;54;USUARIO FAENA  BBCA;0.00000
"00000293;QUESO FONTINA;2;L2 VILLARINO;0.00000
"00000293;QUESO FONTINA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000293;QUESO FONTINA;55;L55 MARTIN LISTA;0.00000
"00000293;QUESO FONTINA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000293;QUESO FONTINA;53;MD;0.00000
"00000293;QUESO FONTINA;41;L41 ENV AL VACIO;0.00000
"00000146;EMBUTIDOS;26;L60 TOTO SAPORE;0.00000
"00000146;EMBUTIDOS;1;L1 COMERCIO;0.00000
"00000146;EMBUTIDOS;41;L41 ENV AL VACIO;0.00000
"00000146;EMBUTIDOS;54;USUARIO FAENA  BBCA;0.00000
"00000146;EMBUTIDOS;2;L2 VILLARINO;0.00000
"00000146;EMBUTIDOS;52;PM MEAT CHAIN BONARENSE;0.00000
"00000146;EMBUTIDOS;53;MD;0.00000
"00000146;EMBUTIDOS;55;L55 MARTIN LISTA;0.00000
"00000146;EMBUTIDOS;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000470;ASADO VACA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000470;ASADO VACA;55;L55 MARTIN LISTA;0.00000
"00000470;ASADO VACA;41;L41 ENV AL VACIO;0.00000
"00000470;ASADO VACA;53;MD;0.00000
"00000470;ASADO VACA;1;L1 COMERCIO;0.00000
"00000470;ASADO VACA;2;L2 VILLARINO;0.00000
"00000470;ASADO VACA;54;USUARIO FAENA  BBCA;1.00000
"00000470;ASADO VACA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000470;ASADO VACA;26;L60 TOTO SAPORE;691.24000
"00000270;MILANESAS DE POLLO;1;L1 COMERCIO;12355.37190
"00000270;MILANESAS DE POLLO;41;L41 ENV AL VACIO;0.00000
"00000270;MILANESAS DE POLLO;2;L2 VILLARINO;12355.37190
"00000270;MILANESAS DE POLLO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000270;MILANESAS DE POLLO;55;L55 MARTIN LISTA;0.00000
"00000270;MILANESAS DE POLLO;4;L3 P ALTA/SIERRA/MONTE;12355.37190
"00000270;MILANESAS DE POLLO;53;MD;0.00000
"00000270;MILANESAS DE POLLO;26;L60 TOTO SAPORE;0.00000
"00000270;MILANESAS DE POLLO;54;USUARIO FAENA  BBCA;1.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;41;L41 ENV AL VACIO;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;54;USUARIO FAENA  BBCA;1.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;1;L1 COMERCIO;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;26;L60 TOTO SAPORE;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;2;L2 VILLARINO;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;55;L55 MARTIN LISTA;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;52;PM MEAT CHAIN BONARENSE;0.00000
"00000271;HAMBURGUESAS DE OFERTA ZONA X 4;53;MD;0.00000
"00000272;SALAMIN DE OFERTA;1;L1 COMERCIO;0.00000
"00000272;SALAMIN DE OFERTA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000272;SALAMIN DE OFERTA;53;MD;0.00000
"00000272;SALAMIN DE OFERTA;2;L2 VILLARINO;0.00000
"00000272;SALAMIN DE OFERTA;54;USUARIO FAENA  BBCA;1.00000
"00000272;SALAMIN DE OFERTA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000272;SALAMIN DE OFERTA;26;L60 TOTO SAPORE;0.00000
"00000272;SALAMIN DE OFERTA;55;L55 MARTIN LISTA;0.00000
"00000272;SALAMIN DE OFERTA;41;L41 ENV AL VACIO;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;41;L41 ENV AL VACIO;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;55;L55 MARTIN LISTA;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;1;L1 COMERCIO;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;26;L60 TOTO SAPORE;1437.30400
"00000284;HAMBURGUESAS SUPER ZONA;2;L2 VILLARINO;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;53;MD;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000284;HAMBURGUESAS SUPER ZONA;54;USUARIO FAENA  BBCA;1.00000
"00000285;HAMBURGUESA CHICA ZONA;54;USUARIO FAENA  BBCA;1.00000
"00000285;HAMBURGUESA CHICA ZONA;41;L41 ENV AL VACIO;0.00000
"00000285;HAMBURGUESA CHICA ZONA;1;L1 COMERCIO;0.00000
"00000285;HAMBURGUESA CHICA ZONA;55;L55 MARTIN LISTA;0.00000
"00000285;HAMBURGUESA CHICA ZONA;2;L2 VILLARINO;0.00000
"00000285;HAMBURGUESA CHICA ZONA;26;L60 TOTO SAPORE;0.00000
"00000285;HAMBURGUESA CHICA ZONA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000285;HAMBURGUESA CHICA ZONA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000285;HAMBURGUESA CHICA ZONA;53;MD;0.00000
"00000460;COLITA DE CUADRIL;52;PM MEAT CHAIN BONARENSE;0.00000
"00000460;COLITA DE CUADRIL;41;L41 ENV AL VACIO;0.00000
"00000460;COLITA DE CUADRIL;53;MD;0.00000
"00000460;COLITA DE CUADRIL;54;USUARIO FAENA  BBCA;1.00000
"00000460;COLITA DE CUADRIL;1;L1 COMERCIO;0.00000
"00000460;COLITA DE CUADRIL;2;L2 VILLARINO;0.00000
"00000460;COLITA DE CUADRIL;26;L60 TOTO SAPORE;21730.72000
"00000460;COLITA DE CUADRIL;55;L55 MARTIN LISTA;1.00000
"00000460;COLITA DE CUADRIL;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000461;ESPINAZO;41;L41 ENV AL VACIO;0.00000
"00000461;ESPINAZO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000461;ESPINAZO;1;L1 COMERCIO;0.00000
"00000461;ESPINAZO;53;MD;0.00000
"00000461;ESPINAZO;54;USUARIO FAENA  BBCA;1.00000
"00000461;ESPINAZO;2;L2 VILLARINO;0.00000
"00000461;ESPINAZO;26;L60 TOTO SAPORE;691.24000
"00000461;ESPINAZO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000461;ESPINAZO;55;L55 MARTIN LISTA;1.00000
"00000462;GARRON;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000462;GARRON;26;L60 TOTO SAPORE;691.24000
"00000462;GARRON;55;L55 MARTIN LISTA;1.00000
"00000462;GARRON;41;L41 ENV AL VACIO;0.00000
"00000462;GARRON;1;L1 COMERCIO;0.00000
"00000462;GARRON;52;PM MEAT CHAIN BONARENSE;0.00000
"00000462;GARRON;53;MD;0.00000
"00000462;GARRON;2;L2 VILLARINO;0.00000
"00000462;GARRON;54;USUARIO FAENA  BBCA;1.00000
"00000463;MOCHO CON HUESO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000463;MOCHO CON HUESO;54;USUARIO FAENA  BBCA;1.00000
"00000463;MOCHO CON HUESO;41;L41 ENV AL VACIO;0.00000
"00000463;MOCHO CON HUESO;26;L60 TOTO SAPORE;691.24000
"00000463;MOCHO CON HUESO;55;L55 MARTIN LISTA;1.00000
"00000463;MOCHO CON HUESO;1;L1 COMERCIO;0.00000
"00000463;MOCHO CON HUESO;2;L2 VILLARINO;0.00000
"00000463;MOCHO CON HUESO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000463;MOCHO CON HUESO;53;MD;0.00000
"00000464;NALGA FILETEADA;26;L60 TOTO SAPORE;0.00000
"00000464;NALGA FILETEADA;54;USUARIO FAENA  BBCA;1.00000
"00000464;NALGA FILETEADA;1;L1 COMERCIO;21072.21760
"00000464;NALGA FILETEADA;41;L41 ENV AL VACIO;0.00000
"00000464;NALGA FILETEADA;2;L2 VILLARINO;21072.21760
"00000464;NALGA FILETEADA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000464;NALGA FILETEADA;55;L55 MARTIN LISTA;0.00000
"00000464;NALGA FILETEADA;4;L3 P ALTA/SIERRA/MONTE;21072.21760
"00000464;NALGA FILETEADA;53;MD;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;26;L60 TOTO SAPORE;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;55;L55 MARTIN LISTA;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;54;USUARIO FAENA  BBCA;1.00000
"00000339;CORDERO DE 10 A 11.900 KG.;52;PM MEAT CHAIN BONARENSE;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;41;L41 ENV AL VACIO;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;53;MD;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;1;L1 COMERCIO;0.00000
"00000339;CORDERO DE 10 A 11.900 KG.;2;L2 VILLARINO;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;52;PM MEAT CHAIN BONARENSE;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;53;MD;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;26;L60 TOTO SAPORE;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;55;L55 MARTIN LISTA;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;41;L41 ENV AL VACIO;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;1;L1 COMERCIO;0.00000
"00000340;CORDERO DE 12 A 15.900 KG;54;USUARIO FAENA  BBCA;1.00000
"00000340;CORDERO DE 12 A 15.900 KG;2;L2 VILLARINO;0.00000
"00000343;CORDERO DE 16 A 19 KG;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000343;CORDERO DE 16 A 19 KG;41;L41 ENV AL VACIO;0.00000
"00000343;CORDERO DE 16 A 19 KG;1;L1 COMERCIO;0.00000
"00000343;CORDERO DE 16 A 19 KG;26;L60 TOTO SAPORE;0.00000
"00000343;CORDERO DE 16 A 19 KG;55;L55 MARTIN LISTA;0.00000
"00000343;CORDERO DE 16 A 19 KG;52;PM MEAT CHAIN BONARENSE;0.00000
"00000343;CORDERO DE 16 A 19 KG;53;MD;0.00000
"00000343;CORDERO DE 16 A 19 KG;2;L2 VILLARINO;0.00000
"00000343;CORDERO DE 16 A 19 KG;54;USUARIO FAENA  BBCA;1.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;54;USUARIO FAENA  BBCA;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;1;L1 COMERCIO;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;41;L41 ENV AL VACIO;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;55;L55 MARTIN LISTA;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;2;L2 VILLARINO;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;53;MD;0.00000
"00000227;JAMON CRUDO CON HUESO Y CEPO;26;L60 TOTO SAPORE;0.00000
"00000423;OJO DE BIFE;4;L3 P ALTA/SIERRA/MONTE;25696.39520
"00000423;OJO DE BIFE;53;MD;0.00000
"00000423;OJO DE BIFE;26;L60 TOTO SAPORE;25237.53100
"00000423;OJO DE BIFE;54;USUARIO FAENA  BBCA;0.00000
"00000423;OJO DE BIFE;1;L1 COMERCIO;25696.39520
"00000423;OJO DE BIFE;41;L41 ENV AL VACIO;0.00000
"00000423;OJO DE BIFE;55;L55 MARTIN LISTA;22788.87600
"00000423;OJO DE BIFE;2;L2 VILLARINO;25696.39520
"00000423;OJO DE BIFE;52;PM MEAT CHAIN BONARENSE;21845.70300
"00000345;PICADA DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000345;PICADA DE CERDO;55;L55 MARTIN LISTA;5589.99100
"00000345;PICADA DE CERDO;2;L2 VILLARINO;9736.96900
"00000345;PICADA DE CERDO;52;PM MEAT CHAIN BONARENSE;5324.34100
"00000345;PICADA DE CERDO;4;L3 P ALTA/SIERRA/MONTE;9736.96900
"00000345;PICADA DE CERDO;53;MD;0.00000
"00000345;PICADA DE CERDO;26;L60 TOTO SAPORE;786.12600
"00000345;PICADA DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000345;PICADA DE CERDO;1;L1 COMERCIO;9736.96900
"00000344;GRASA DE CERDO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000344;GRASA DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000344;GRASA DE CERDO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000344;GRASA DE CERDO;53;MD;0.00000
"00000344;GRASA DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000344;GRASA DE CERDO;1;L1 COMERCIO;0.00000
"00000344;GRASA DE CERDO;26;L60 TOTO SAPORE;717.36500
"00000344;GRASA DE CERDO;55;L55 MARTIN LISTA;0.00000
"00000344;GRASA DE CERDO;2;L2 VILLARINO;0.00000
"00000465;COLITA DE CUADRIL;41;L41 ENV AL VACIO;0.00000
"00000465;COLITA DE CUADRIL;55;L55 MARTIN LISTA;1.00000
"00000465;COLITA DE CUADRIL;1;L1 COMERCIO;0.00000
"00000465;COLITA DE CUADRIL;54;USUARIO FAENA  BBCA;1.00000
"00000465;COLITA DE CUADRIL;2;L2 VILLARINO;0.00000
"00000465;COLITA DE CUADRIL;26;L60 TOTO SAPORE;21730.72000
"00000465;COLITA DE CUADRIL;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000465;COLITA DE CUADRIL;52;PM MEAT CHAIN BONARENSE;0.00000
"00000465;COLITA DE CUADRIL;53;MD;0.00000
"00000294;HAMBURGUESA CHICA POR UNIDAD;41;L41 ENV AL VACIO;0.00000
"00000294;HAMBURGUESA CHICA POR UNIDAD;55;L55 MARTIN LISTA;1197.13000
"00000294;HAMBURGUESA CHICA POR UNIDAD;2;L2 VILLARINO;749.08900
"00000294;HAMBURGUESA CHICA POR UNIDAD;52;PM MEAT CHAIN BONARENSE;1209.61500
"00000294;HAMBURGUESA CHICA POR UNIDAD;4;L3 P ALTA/SIERRA/MONTE;749.08900
"00000294;HAMBURGUESA CHICA POR UNIDAD;53;MD;0.00000
"00000294;HAMBURGUESA CHICA POR UNIDAD;26;L60 TOTO SAPORE;0.00000
"00000294;HAMBURGUESA CHICA POR UNIDAD;54;USUARIO FAENA  BBCA;1.00000
"00000294;HAMBURGUESA CHICA POR UNIDAD;1;L1 COMERCIO;727.27600
"00000295;HAMBURGUESA GRANDE POR UNIDAD;26;L60 TOTO SAPORE;0.00000
"00000295;HAMBURGUESA GRANDE POR UNIDAD;54;USUARIO FAENA  BBCA;0.00000
"00000295;HAMBURGUESA GRANDE POR UNIDAD;1;L1 COMERCIO;1045.45100
"00000295;HAMBURGUESA GRANDE POR UNIDAD;41;L41 ENV AL VACIO;0.00000
"00000295;HAMBURGUESA GRANDE POR UNIDAD;55;L55 MARTIN LISTA;1796.21200
"00000295;HAMBURGUESA GRANDE POR UNIDAD;2;L2 VILLARINO;1076.36100
"00000295;HAMBURGUESA GRANDE POR UNIDAD;52;PM MEAT CHAIN BONARENSE;1814.38400
"00000295;HAMBURGUESA GRANDE POR UNIDAD;4;L3 P ALTA/SIERRA/MONTE;1076.36100
"00000295;HAMBURGUESA GRANDE POR UNIDAD;53;MD;0.00000
"00000296;BROCHETTE;52;PM MEAT CHAIN BONARENSE;0.00000
"00000296;BROCHETTE;53;MD;0.00000
"00000296;BROCHETTE;1;L1 COMERCIO;0.00000
"00000296;BROCHETTE;26;L60 TOTO SAPORE;0.00000
"00000296;BROCHETTE;55;L55 MARTIN LISTA;0.00000
"00000296;BROCHETTE;2;L2 VILLARINO;0.00000
"00000296;BROCHETTE;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000296;BROCHETTE;54;USUARIO FAENA  BBCA;0.00000
"00000296;BROCHETTE;41;L41 ENV AL VACIO;0.00000
"00000346;SANGRE;26;L60 TOTO SAPORE;0.00000
"00000346;SANGRE;1;L1 COMERCIO;0.00000
"00000346;SANGRE;52;PM MEAT CHAIN BONARENSE;0.00000
"00000346;SANGRE;53;MD;0.00000
"00000346;SANGRE;2;L2 VILLARINO;0.00000
"00000346;SANGRE;55;L55 MARTIN LISTA;0.00000
"00000346;SANGRE;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000346;SANGRE;54;USUARIO FAENA  BBCA;1.00000
"00000346;SANGRE;41;L41 ENV AL VACIO;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;41;L41 ENV AL VACIO;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;54;USUARIO FAENA  BBCA;1.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;1;L1 COMERCIO;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;2;L2 VILLARINO;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;26;L60 TOTO SAPORE;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;52;PM MEAT CHAIN BONARENSE;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;53;MD;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000297;MIL CARNE ENV ATMOSF. CONT;55;L55 MARTIN LISTA;0.00000
"00000472;VACIO DE VACA;1;L1 COMERCIO;0.00000
"00000472;VACIO DE VACA;41;L41 ENV AL VACIO;0.00000
"00000472;VACIO DE VACA;55;L55 MARTIN LISTA;20695.92800
"00000472;VACIO DE VACA;2;L2 VILLARINO;0.00000
"00000472;VACIO DE VACA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000472;VACIO DE VACA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000472;VACIO DE VACA;53;MD;0.00000
"00000472;VACIO DE VACA;26;L60 TOTO SAPORE;691.24000
"00000472;VACIO DE VACA;54;USUARIO FAENA  BBCA;0.00000
"00000471;MATAMBRE DE VACA;54;USUARIO FAENA  BBCA;1.00000
"00000471;MATAMBRE DE VACA;2;L2 VILLARINO;0.00000
"00000471;MATAMBRE DE VACA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000471;MATAMBRE DE VACA;55;L55 MARTIN LISTA;0.00000
"00000471;MATAMBRE DE VACA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000471;MATAMBRE DE VACA;53;MD;0.00000
"00000471;MATAMBRE DE VACA;26;L60 TOTO SAPORE;691.24000
"00000471;MATAMBRE DE VACA;1;L1 COMERCIO;0.00000
"00000471;MATAMBRE DE VACA;41;L41 ENV AL VACIO;0.00000
"00000286;SANDWICH PAN ESPECIAL;41;L41 ENV AL VACIO;0.00000
"00000286;SANDWICH PAN ESPECIAL;54;USUARIO FAENA  BBCA;1.00000
"00000286;SANDWICH PAN ESPECIAL;52;PM MEAT CHAIN BONARENSE;0.00000
"00000286;SANDWICH PAN ESPECIAL;55;L55 MARTIN LISTA;0.00000
"00000286;SANDWICH PAN ESPECIAL;1;L1 COMERCIO;0.00000
"00000286;SANDWICH PAN ESPECIAL;53;MD;0.00000
"00000286;SANDWICH PAN ESPECIAL;2;L2 VILLARINO;0.00000
"00000286;SANDWICH PAN ESPECIAL;26;L60 TOTO SAPORE;0.00000
"00000286;SANDWICH PAN ESPECIAL;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000347;REEF DE CERDO;2;L2 VILLARINO;9694.90500
"00000347;REEF DE CERDO;52;PM MEAT CHAIN BONARENSE;5988.63100
"00000347;REEF DE CERDO;4;L3 P ALTA/SIERRA/MONTE;9694.90500
"00000347;REEF DE CERDO;53;MD;0.00000
"00000347;REEF DE CERDO;26;L60 TOTO SAPORE;786.12600
"00000347;REEF DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000347;REEF DE CERDO;1;L1 COMERCIO;9694.90500
"00000347;REEF DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000347;REEF DE CERDO;55;L55 MARTIN LISTA;0.00000
"00000473;BIFE DE CHORIZO MADURADO;52;PM MEAT CHAIN BONARENSE;20805.43300
"00000473;BIFE DE CHORIZO MADURADO;4;L3 P ALTA/SIERRA/MONTE;18145.52320
"00000473;BIFE DE CHORIZO MADURADO;53;MD;0.00000
"00000473;BIFE DE CHORIZO MADURADO;26;L60 TOTO SAPORE;691.22900
"00000473;BIFE DE CHORIZO MADURADO;54;USUARIO FAENA  BBCA;1.00000
"00000473;BIFE DE CHORIZO MADURADO;1;L1 COMERCIO;18145.52320
"00000473;BIFE DE CHORIZO MADURADO;41;L41 ENV AL VACIO;0.00000
"00000473;BIFE DE CHORIZO MADURADO;55;L55 MARTIN LISTA;1.00000
"00000473;BIFE DE CHORIZO MADURADO;2;L2 VILLARINO;18145.52320
"00000217;HAMB. GIGANTE POR UNIDAD;26;L60 TOTO SAPORE;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;2;L2 VILLARINO;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;52;PM MEAT CHAIN BONARENSE;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;53;MD;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;54;USUARIO FAENA  BBCA;1.00000
"00000217;HAMB. GIGANTE POR UNIDAD;41;L41 ENV AL VACIO;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;55;L55 MARTIN LISTA;0.00000
"00000217;HAMB. GIGANTE POR UNIDAD;1;L1 COMERCIO;0.00000
"00000474;ASADO DEL MEDIO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000474;ASADO DEL MEDIO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000474;ASADO DEL MEDIO;53;MD;0.00000
"00000474;ASADO DEL MEDIO;26;L60 TOTO SAPORE;12290.16800
"00000474;ASADO DEL MEDIO;1;L1 COMERCIO;0.00000
"00000474;ASADO DEL MEDIO;41;L41 ENV AL VACIO;0.00000
"00000474;ASADO DEL MEDIO;54;USUARIO FAENA  BBCA;0.00000
"00000474;ASADO DEL MEDIO;2;L2 VILLARINO;0.00000
"00000474;ASADO DEL MEDIO;55;L55 MARTIN LISTA;0.00000
"00000348;MILANESAS DE CERDO;26;L60 TOTO SAPORE;2002.70400
"00000348;MILANESAS DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000348;MILANESAS DE CERDO;1;L1 COMERCIO;8391.73500
"00000348;MILANESAS DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000348;MILANESAS DE CERDO;55;L55 MARTIN LISTA;0.00000
"00000348;MILANESAS DE CERDO;2;L2 VILLARINO;8391.73500
"00000348;MILANESAS DE CERDO;52;PM MEAT CHAIN BONARENSE;5111.86500
"00000348;MILANESAS DE CERDO;4;L3 P ALTA/SIERRA/MONTE;8391.73500
"00000348;MILANESAS DE CERDO;53;MD;0.00000
"00000349;CORDERO MAS DE 19 KG;54;USUARIO FAENA  BBCA;1.00000
"00000349;CORDERO MAS DE 19 KG;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000349;CORDERO MAS DE 19 KG;55;L55 MARTIN LISTA;0.00000
"00000349;CORDERO MAS DE 19 KG;41;L41 ENV AL VACIO;0.00000
"00000349;CORDERO MAS DE 19 KG;26;L60 TOTO SAPORE;0.00000
"00000349;CORDERO MAS DE 19 KG;1;L1 COMERCIO;0.00000
"00000349;CORDERO MAS DE 19 KG;2;L2 VILLARINO;0.00000
"00000349;CORDERO MAS DE 19 KG;52;PM MEAT CHAIN BONARENSE;0.00000
"00000349;CORDERO MAS DE 19 KG;53;MD;0.00000
"00000298;TABLA DE FIAMBRE MINI;2;L2 VILLARINO;0.00000
"00000298;TABLA DE FIAMBRE MINI;55;L55 MARTIN LISTA;0.00000
"00000298;TABLA DE FIAMBRE MINI;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000298;TABLA DE FIAMBRE MINI;54;USUARIO FAENA  BBCA;1.00000
"00000298;TABLA DE FIAMBRE MINI;41;L41 ENV AL VACIO;0.00000
"00000298;TABLA DE FIAMBRE MINI;52;PM MEAT CHAIN BONARENSE;0.00000
"00000298;TABLA DE FIAMBRE MINI;1;L1 COMERCIO;0.00000
"00000298;TABLA DE FIAMBRE MINI;53;MD;0.00000
"00000298;TABLA DE FIAMBRE MINI;26;L60 TOTO SAPORE;0.00000
"00000299;TABLA DE FIAMBRE CHICA;53;MD;0.00000
"00000299;TABLA DE FIAMBRE CHICA;26;L60 TOTO SAPORE;0.00000
"00000299;TABLA DE FIAMBRE CHICA;2;L2 VILLARINO;0.00000
"00000299;TABLA DE FIAMBRE CHICA;55;L55 MARTIN LISTA;0.00000
"00000299;TABLA DE FIAMBRE CHICA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000299;TABLA DE FIAMBRE CHICA;41;L41 ENV AL VACIO;0.00000
"00000299;TABLA DE FIAMBRE CHICA;54;USUARIO FAENA  BBCA;1.00000
"00000299;TABLA DE FIAMBRE CHICA;1;L1 COMERCIO;0.00000
"00000299;TABLA DE FIAMBRE CHICA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000350;SUPREMA;2;L2 VILLARINO;0.00000
"00000350;SUPREMA;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000350;SUPREMA;52;PM MEAT CHAIN BONARENSE;0.00000
"00000350;SUPREMA;55;L55 MARTIN LISTA;0.00000
"00000350;SUPREMA;53;MD;0.00000
