ID,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43
130,00000439,"1/2 RES VACUNA S/CUARTO","2004-05-14 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-01 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,208,-95.00000,"2015-12-30 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4800,0,C:/JWIN/JQGestion/Imagenes/Articulos/jpg/00000439.jpg,"1/2 RES VACUNA S/CUARTO",0.00000,0,0,1,B1,Bultos,0.00000,0,2
131,00000440,COGOTE,"2004-05-14 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-02-23 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,0.00000,"2015-10-07 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,COGOTE,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
132,00000441,"PATA DE TERNERA COCIDA","2007-04-19 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-04-22 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,-1.00000,"2015-04-22 00:00:00",0.00000,0.00000,"2019-12-09 15:08:25",0,0,0,4999,0,NULL,"PATA DE TERNERA COCIDA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
133,00000442,"PALETA C/HUESO","2007-06-27 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-08-30 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,,204,-7.10000,"2018-07-04 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,,"PALETA C/HUESO",0.00000,0,0,1,,Bultos,0.00000,0,2
134,00000443,"BIFE C/LOMO","2007-10-17 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-10-15 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,"BIFE C/LOMO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
135,00000444,"ASADO DE ORILLA","2008-11-25 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-10-02 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,"ASADO DE ORILLA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
136,00000445,TORTUGUITA,"2009-04-18 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-06-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,TORTUGUITA,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
137,00000446,"CARNE VACUNA","2009-07-23 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-10 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,-1430.32000,"2020-02-10 00:00:00",0.00000,0.00000,"2019-12-18 14:14:21",0,0,0,4400,0,NULL,"CARNE VACUNA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
138,00000447,"ASADO CONGELADO","2011-08-29 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-10-03 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:14:21",0,0,0,4400,0,NULL,"ASADO CONGELADO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
139,00000448,"VACIO CONGELADO","2011-08-29 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2011-08-29 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:14:21",0,0,0,4400,0,NULL,"VACIO CONGELADO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
140,00000449,AZOTILLO,"2011-10-17 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-05-21 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-09 15:08:26",0,0,0,4400,0,NULL,AZOTILLO,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
141,00000501,HIGADO,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-200.40000,"2019-03-21 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,HIGADO,0.00000,0,0,1,,Bultos,0.00000,0,2
142,00000502,BOFE,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,0.00000,"2015-05-08 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,BOFE,0.00000,0,0,1,,Bultos,0.00000,0,2
143,00000503,"CORAZON      U","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-27.70000,"2019-03-21 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,"CORAZON      U",0.00000,0,0,1,,Bultos,0.00000,0,2
144,00000504,"CUAJO        U","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-6.00000,"2016-05-17 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,"CUAJO        U",0.00000,0,0,1,,Bultos,0.00000,0,2
145,00000505,ENTRA¥A,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-31.39000,"2018-06-22 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,ENTRA¥A,0.00000,0,0,1,,Bultos,0.00000,0,2
146,00000506,LENGUA,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-75.11000,"2018-07-02 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,LENGUA,0.00000,0,0,1,,Bultos,0.00000,0,2
147,00000507,RABOS,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-424.85000,"2019-03-21 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,RABOS,0.00000,0,0,1,,Bultos,0.00000,0,2
148,00000508,"CHINCHULINES K","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-70.80000,"2018-07-02 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,"CHINCHULINES K",0.00000,0,0,1,,Bultos,0.00000,0,2
149,00000509,MONDONGO,"1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-755.55000,"2018-07-02 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4500,0,,MONDONGO,0.00000,0,0,1,,Bultos,0.00000,0,2
150,00000510,"PARRILLADA COMPLETA  U","2000-06-20 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-11-01 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-53.00000,"2015-12-24 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"PARRILLADA COMPLETA  U",0.00000,0,0,1,,Bultos,0.00000,0,2
151,00000511,"QUIJADA      U","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-4.00000,"2018-07-04 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"QUIJADA      U",0.00000,0,0,1,,Bultos,0.00000,0,2
152,00000512,"RINONES      U","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-59.60000,"2018-07-02 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"RINONES      U",0.00000,0,0,1,,Bultos,0.00000,0,2
153,00000513,"SESOS        U","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-7.80000,"2016-10-06 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"SESOS        U",0.00000,0,0,1,,Bultos,0.00000,0,2
154,00000514,"TRIPA GORDA","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-36.50000,"2017-09-08 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"TRIPA GORDA",0.00000,0,0,1,,Bultos,0.00000,0,2
155,00000515,"MOLLEJA      K","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-36.40000,"2019-03-21 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"MOLLEJA      K",0.00000,0,0,1,,Bultos,0.00000,0,2
156,00000516,"TENDON       K","1995-02-28 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,-5.60000,"2018-07-04 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"TENDON       K",0.00000,0,0,1,,Bultos,0.00000,0,2
157,00000517,"UBRE         K","1997-03-12 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-10 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",205,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"UBRE         K",0.00000,0,0,1,,Bultos,0.00000,0,2
158,00000518,"GRASA VACUNA","2000-08-23 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,205,-30.60000,"2017-06-19 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,,"GRASA VACUNA",0.00000,0,0,1,,Bultos,0.00000,0,2
159,00000519,"RI¥ONES X KG.","2010-11-19 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-11-29 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,205,-6.00000,"2016-04-08 00:00:00",0.00000,0.00000,"2019-12-18 14:16:44",0,0,0,4500,0,NULL,"RI¥ONES X KG.",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
160,00000520,"BOLSAS DE MENUDENCIA","2011-03-31 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2017-06-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,205,528.50000,"2017-06-08 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4800,0,NULL,"BOLSAS DE MENUDENCIA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
161,00000600,"PERCEPCION CUEROS","2003-10-20 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2006-07-01 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,4,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4999,0,NULL,"PERCEPCION CUEROS",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
162,00000601,"SERVICIO DE FAENA","2003-10-31 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-08-18 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-66149.00000,"2017-09-29 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4999,0,NULL,"SERVICIO DE FAENA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
163,00000700,"PRECIO BONIFICADO CARNE","2005-03-03 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-10-15 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,211,-21.00000,"2015-10-15 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4950,0,NULL,"PRECIO BONIFICADO CARNE",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
164,00000750,"PRECIO BONIFICADO CERDO","2011-12-15 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-11-19 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-1.00000,"2015-11-19 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4925,0,NULL,"PRECIO BONIFICADO CERDO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
165,00000800,"PRECIO BONIFICADO FIAMBRE","2004-08-09 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2014-10-16 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,210,-2.60000,"2014-10-16 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4900,0,NULL,"PRECIO BONIFICADO FIAMBRE",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
166,00000850,"HAMBURGUESA BARRA","2004-12-01 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-10-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:08:05",0,0,0,4400,0,NULL,"HAMBURGUESA BARRA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
167,00005000,"JAMON COCIDO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-06 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,99,,202,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,,"JAMON COCIDO MITY",0.00000,0,0,1,,Bultos,0.00000,0,2
168,00005001,"MORTADELA FAMILIAR MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-12-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,99,,202,-8.20000,"2015-12-11 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,,"MORTADELA FAMILIAR MITY",0.00000,0,0,1,,Bultos,0.00000,0,2
169,00005002,"SALCHICHON PRIMAVERA MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-06-18 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"SALCHICHON PRIMAVERA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
170,00005003,"SALCHICHON CON JAMON MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-06-18 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"SALCHICHON CON JAMON MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
171,00005004,"QUESO DE CERDO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-08-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"QUESO DE CERDO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
172,00005005,"MORCILLON CON LENGUA MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-04-09 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-1.00000,"2015-04-09 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"MORCILLON CON LENGUA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
173,00005006,"PANCETA SALADA MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-11-06 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"PANCETA SALADA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
174,00005007,"PANCETA AHUMADA MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-06 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"PANCETA AHUMADA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
175,00005008,"SALAME MILAN MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-08-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"SALAME MILAN MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
176,00005009,"CANTIMPALO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-03-13 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:27",0,0,0,4902,0,NULL,"CANTIMPALO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
177,00005010,"LONGANIZA CALABREZA MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-11-16 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"LONGANIZA CALABREZA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
178,00005011,"SALAMIN PICADO FINO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-11-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-18 14:14:22",0,0,0,4902,0,NULL,"SALAMIN PICADO FINO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
179,00005012,"SALAMIN PICADO GRUESO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-11-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-18 14:14:22",0,0,0,4902,0,NULL,"SALAMIN PICADO GRUESO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
180,00005013,"SALAMIN TIPO CASERO MITY","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2016-04-28 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-47.40000,"2016-04-28 00:00:00",0.00000,0.00000,"2019-12-18 14:14:22",0,0,0,4902,0,NULL,"SALAMIN TIPO CASERO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
181,00005014,"PALETA SANDWICHERA 303","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-01-16 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"PALETA SANDWICHERA 303",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
182,00005015,"SALAMIN BASTON","2012-09-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-06 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-18 14:14:22",0,0,0,4902,0,NULL,"SALAMIN BASTON",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
183,00005016,"PERNIL DE CERDO MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2017-05-17 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-13.60000,"2017-05-17 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"PERNIL DE CERDO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
184,00005017,"MORTADELA CA¥ON MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-03-27 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-4.09000,"2015-03-27 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"MORTADELA CA¥ON MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
185,00005018,"LEBER WURST MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"LEBER WURST MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
186,00005019,"SALCHICHA DE VIENA MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2015-08-21 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,-7.00000,"2015-08-21 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"SALCHICHA DE VIENA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
187,00005020,"NAKUS MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"NAKUS MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
188,00005021,"HAMBURGUESA * 4 MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"HAMBURGUESA * 4 MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
189,00005022,"HAMBURGUESA * Kg MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"HAMBURGUESA * Kg MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
190,00005023,"LONGANIZA ESPA¥OLA MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-04 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"LONGANIZA ESPA¥OLA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
191,00005024,"RIOJANITOS MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"RIOJANITOS MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
192,00005025,"BONDIOLA MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"BONDIOLA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
193,00005026,"JAMON CON HUESO MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"JAMON CON HUESO MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
194,00005027,"JAMON LISTO MAQUINA MITY","2012-09-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2012-09-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,1,0.00000,"2013-09-25 00:00:00",0.00000,0.00000,"2019-12-09 15:08:28",0,0,0,4902,0,NULL,"JAMON LISTO MAQUINA MITY",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
