ID,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43
63,00000258,PROMO,"2010-07-05 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-10-10 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4200,0,NULL,PROMO,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
64,00000259,"BASTON ESPA¥OLA","2013-08-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-02-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-3.20000,"2017-12-09 00:00:00",0.00000,0.00000,"2019-12-09 15:08:22",0,0,0,4200,0,NULL,"BASTON ESPA¥OLA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
65,00000260,"BASTON PICADO FINO","2013-08-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-07-12 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-12.80000,"2017-10-28 00:00:00",0.00000,0.00000,"2019-12-09 15:08:22",0,0,0,4200,0,NULL,"BASTON PICADO FINO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
66,00000261,"FIAMBRE SURTIDO  303","2000-07-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-22 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-31.45000,"2017-07-15 00:00:00",0.00000,0.00000,"2019-12-09 15:08:22",0,0,0,4200,0,NULL,"FIAMBRE SURTIDO  303",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
67,00000262,"BASTON PICADO GRUESO","2013-08-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-11-14 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:10:21",0,0,0,4200,0,NULL,"BASTON PICADO GRUESO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
68,00000268,"QUESO DE MAQUINA","2000-07-15 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-07 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,,202,-57.40000,"2018-01-17 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4200,0,,"QUESO DE MAQUINA",0.00000,0,0,1,,Bultos,0.00000,0,2
69,00000269,"SANDWICH DE MIGA","2006-11-12 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-10-22 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-2959.50000,"2019-04-11 00:00:00",0.00000,0.00000,"2019-12-09 15:08:22",0,0,0,4999,0,NULL,"SANDWICH DE MIGA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
70,00000274,"HAMBURGUESAS *Kg 303","2003-05-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-29 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-19.54000,"2017-07-26 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4200,0,NULL,"HAMBURGUESAS *Kg 303",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
71,00000275,"MADEJA DE TRIPA","2003-07-29 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-07-10 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,202,-1.00000,"2016-08-30 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4999,0,NULL,"MADEJA DE TRIPA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
72,00000301,TOCINO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-331.80000,"2018-04-06 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,,TOCINO,0.00000,0,0,1,,Bultos,0.00000,0,2
73,00000302,"BIFE DE CERDO","1994-11-23 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-1443.77000,"2019-08-12 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4300,0,,"BIFE DE CERDO",0.00000,0,0,1,,Bultos,0.00000,0,2
74,00000303,"PECHITO DE CERDO","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-813.83000,"2019-08-12 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,,"PECHITO DE CERDO",0.00000,0,0,1,,Bultos,0.00000,0,2
75,00000304,"PALETA DE CERDO Fca C/H","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-68.10000,"2017-08-29 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,"PALETA DE CERDO Fca C/H",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
76,00000305,"PANCETA Fca.","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-98.86000,"2018-01-20 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,"PANCETA Fca.",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
77,00000306,PATAS,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-90.00000,"2017-09-22 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,PATAS,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
78,00000307,HUESOS,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-31 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-13687.35000,"2017-06-09 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,HUESOS,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
79,00000308,UNTO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-08 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-69.35000,"2017-06-24 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,UNTO,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
80,00000309,CUEROS,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-31 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-155.15000,"2017-09-05 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,,CUEROS,0.00000,0,0,1,,Bultos,0.00000,0,2
81,00000310,MATAMBRITOS,"1994-10-24 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-32.00000,"2019-09-25 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,,MATAMBRITOS,0.00000,0,0,1,,Bultos,0.00000,0,2
82,00000311,"OREJAS DE CERDO","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-06 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:40",0,0,0,4300,0,NULL,"OREJAS DE CERDO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
83,00000312,"RECORTES DE CARNE 80 %","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-06 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,448.65000,"2017-11-15 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,,"RECORTES DE CARNE 80 %",0.00000,0,0,1,,Bultos,0.00000,0,2
84,00000313,LECHON,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,ENTERO,206,-664.11000,"2017-12-29 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4600,0,,LECHON,0.00000,0,0,1,,Bultos,0.00000,0,2
85,00000314,CORDERO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-07 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,99,ENTERO,207,-720.61000,"2018-07-04 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4700,0,,CORDERO,0.00000,0,0,1,,Bultos,0.00000,0,2
86,00000315,"1/2 RES DE CERDO C/Cza","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-08 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"1/2 RES",212,-320.60000,"2017-09-22 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4800,0,,"1/2 RES DE CERDO C/Cza",0.00000,0,0,1,,Bultos,0.00000,0,2
87,00000316,"1/2 RES DE CERDO S/Cza","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"1/2 RES",212,-2661.71000,"2018-03-15 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4800,0,,"1/2 RES DE CERDO S/Cza",0.00000,0,0,1,,Bultos,0.00000,0,2
88,00000318,CABEZAS,"1994-04-07 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-04-18 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,212,0.00000,"2017-10-12 00:00:00",0.00000,0.00000,"2019-12-09 15:08:23",0,0,0,4800,0,NULL,CABEZAS,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
89,00000319,"HIGADO DE CERDO","1994-04-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2013-04-18 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,"EN BOLSA",203,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,NULL,"HIGADO DE CERDO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
90,00000320,GARRON,"1994-04-12 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-06-28 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-7.00000,"2017-07-27 00:00:00",0.00000,0.00000,"2019-12-09 15:08:23",0,0,0,4300,0,NULL,GARRON,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
91,00000323,"PALETA DE CERDO S/H","1994-04-21 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-27 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-374.50000,"2017-08-07 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,,"PALETA DE CERDO S/H",0.00000,0,0,1,,Bultos,0.00000,0,2
92,00000324,"PULPA DE CERDO","1994-06-03 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-01 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-45.50000,"2017-05-27 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,NULL,"PULPA DE CERDO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
93,00000325,"JAMON FRESCO","1994-09-05 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,2958.60000,"2019-08-12 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,,"JAMON FRESCO",0.00000,0,0,1,,Bultos,0.00000,0,2
94,00000327,"BONDIOLA FCA.","1995-01-31 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,203,-487.79000,"2020-02-10 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,,"BONDIOLA Fca.",0.00000,0,0,1,,Bultos,0.00000,0,2
95,00000328,COLAS,"1995-07-08 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-03-22 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:09:36",0,0,0,4300,0,NULL,COLAS,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
96,00000330,"JAMON FRESCO S/H","2006-05-08 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-10-03 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-23.95000,"2017-12-26 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,NULL,"JAMON FRESCO S/H",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
97,00000336,"BIFE DE CERDO S/H","2006-05-08 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-12-31 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-9.50000,"2017-04-05 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,NULL,"BIFE DE CERDO S/H",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
98,00000341,"CODILLO DE CERDO","2003-07-29 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-05 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,203,-18.20000,"2017-03-28 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4300,0,NULL,"CODILLO DE CERDO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
99,00000342,SOLOMILLO,"2006-11-13 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-23 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,,203,0.00000,"2016-04-21 00:00:00",0.00000,0.00000,"2019-12-18 14:08:46",0,0,0,4300,0,,SOLOMILLO,0.00000,0,0,1,,Bultos,0.00000,0,2
100,00000401,BIFES,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,-278.37000,"2017-11-18 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,NULL,BIFES,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
101,00000402,ASADO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-3221.95000,"2019-09-27 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,ASADO,0.00000,0,0,42,,Bultos,0.00000,0,2
102,00000403,CUADRIL,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-01 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,99,CORTE,204,-279.75000,"2018-03-03 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,CUADRIL,0.00000,0,0,1,,Bultos,0.00000,0,2
103,00000404,NALGA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,Corte,204,509.89000,"2018-04-16 00:00:00",0.00000,0.00000,"2019-12-18 14:16:41",0,0,0,4400,0,,NALGA,0.00000,0,0,1,,Bultos,0.00000,0,2
104,00000405,CUADRADA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,30.60000,"2018-02-28 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,CUADRADA,0.00000,0,0,1,,Bultos,0.00000,0,2
105,00000406,PALOMITA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-06 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-64.68000,"2017-11-21 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,PALOMITA,0.00000,0,0,1,,Bultos,0.00000,0,2
106,00000407,PECETO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-216.11000,"2018-04-06 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,PECETO,0.00000,0,0,1,,Bultos,0.00000,0,2
107,00000408,PICADA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"EN BOLSA",204,-880.34000,"2019-08-16 00:00:00",0.00000,0.00000,"2020-01-16 15:22:16",0,0,0,4400,0,,PICADA,0.00000,0,0,1,,Bultos,0.00000,0,2
108,00000409,"TAPA DE NALGA","1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-10 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,-24.20000,"2017-07-19 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,NULL,"TAPA DE NALGA",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
109,00000411,ROAST-BEEF,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-1458.77000,"2018-04-04 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,ROAST-BEEF,0.00000,0,0,1,,Bultos,0.00000,0,2
110,00000412,MATAMBRE,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-227.15000,"2019-06-15 00:00:00",0.00000,0.00000,"2020-01-16 15:22:17",0,0,0,4400,0,,MATAMBRE,0.00000,0,0,1,,Bultos,0.00000,0,2
111,00000413,AGUJA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-10 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,7.30000,"2017-10-12 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,AGUJA,0.00000,0,0,1,,Bultos,0.00000,0,2
112,00000414,LOMO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-23 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-302.60000,"2018-04-21 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,LOMO,0.00000,0,0,1,,Bultos,0.00000,0,2
113,00000416,FALDA,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,27.50000,"2019-08-16 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,NULL,FALDA,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
114,00000417,VACIO,"1994-04-06 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-153.65000,"2018-04-14 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,VACIO,0.00000,0,0,1,,Bultos,0.00000,0,2
115,00000418,"BOLA DE LOMO","1994-04-07 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-1068.45000,"2018-04-07 00:00:00",0.00000,0.00000,"2020-01-16 15:22:17",0,0,0,4400,0,,"BOLA DE LOMO",0.00000,0,0,1,,Bultos,0.00000,0,2
116,00000419,"PALETA VAC.","1994-04-12 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-561.21000,"2019-08-16 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,"PALETA VAC.",0.00000,0,0,1,,Bultos,0.00000,0,2
117,00000421,"RECORTE DE CARNE","1994-04-27 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-806.90000,"2020-02-11 00:00:00",0.00000,0.00000,"2020-01-16 15:22:17",0,0,0,4400,0,,"RECORTE DE CARNE",0.00000,0,0,1,,Bultos,0.00000,0,2
118,00000426,"CUARTO VACUNO","1994-07-29 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-4013.64000,"2018-04-16 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,,"CUARTO VACUNO",0.00000,0,0,1,,Bultos,0.00000,0,2
119,00000427,CARACU,"1995-01-16 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,-39.40000,"2016-09-06 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4400,0,NULL,CARACU,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
120,00000428,"MEDIA RES VACUNA","1996-05-11 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,"1/2 RES",209,-10426.73000,"2020-02-08 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4800,0,C:/JWIN/JQGestion/Imagenes/Articulos/jpg/00000428.jpg,"MEDIA RES VACUNA",0.00000,0,0,1,B1,Bultos,-108.00000,0,2
121,00000429,TRAQUEAS,"2000-10-12 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2005-12-27 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:09:37",0,0,0,4400,0,NULL,TRAQUEAS,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
122,00000430,"TAPA DE ASADO","2001-04-23 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTES,204,-37.14000,"2018-03-03 00:00:00",0.00000,0.00000,"2020-01-16 15:22:17",0,0,0,4400,0,,"TAPA DE ASADO",0.00000,0,0,1,,Bultos,0.00000,0,2
123,00000431,"CORTE PARRILLERO","2002-02-08 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-01-23 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTES,208,-1433.70000,"2017-08-07 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4800,0,,"CORTE PARRILLERO",0.00000,0,0,1,,Bultos,0.00000,0,2
124,00000432,DELANTERO,"2002-02-08 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-11 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTES,208,-110.60000,"2017-12-07 00:00:00",0.00000,0.00000,"2019-12-18 14:16:42",0,0,0,4800,0,,DELANTERO,0.00000,0,0,1,,Bultos,0.00000,0,2
125,00000433,CHINGOLITO,"2004-09-10 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-07-04 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,CHINGOLITO,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
126,00000434,LITORALE¥O,"2004-09-10 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2018-07-31 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,CORTE,204,0.00000,"2013-11-13 00:00:00",0.00000,0.00000,"2019-12-18 14:14:21",0,0,0,4400,0,NULL,LITORALE¥O,0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
127,00000435,"BIFE DE CHORIZO","2006-03-18 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2020-02-04 00:00:00",0.00000,0.00000,0.00000,1,0.00000,0.00000,0,,204,-224.20000,"2018-04-13 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,NULL,"BIFE DE CHORIZO",0.00000,NULL,NULL,1,NULL,Bultos,0.00000,0,120
128,00000436,"CUARTO PISTOLA","2004-05-14 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-12-18 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,204,-387.60000,"2017-06-05 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4400,0,,"CUARTO PISTOLA",0.00000,0,0,1,,Bultos,0.00000,0,2
129,00000438,"1/2 RES VACUNA S/DELANTERO","2004-05-14 00:00:00",0,1.00000,0.00000,0.00000,0.00000,,0,0,0,"2019-09-13 00:00:00",0.00000,0.00000,0.00000,110,0.00000,0.00000,99,CORTE,208,-180.20000,"2017-11-10 00:00:00",0.00000,0.00000,"2019-12-18 14:16:43",0,0,0,4800,0,C:/JWIN/JQGestion/Imagenes/Articulos/jpg/00000438.jpg,"1/2 RES VACUNA S/DELANTERO",0.00000,0,0,1,B1,Bultos,0.00000,0,2
